"time","outputs[1]","outputs[2]","outputs[3]","outputs[4]"
0,10,0,0,0
0.01,9.900000031706817,0.09999996829318347,0,0
0.01,9.900000031706817,0.09999996829318347,0,0
0.02,9.830908657760922,0.1999930416765727,0,0
0.03,9.789716794582018,0.299963430084724,0,0
0.04,9.770686577069823,0.3998953470344143,0,0
0.05,9.765914563616242,0.4997730121175095,0,0
0.06,9.766106922240876,0.5995806534928744,0,0
0.07000000000000001,9.761490716986337,0.6993025103769291,0,0
0.08,9.742772091268302,0.7989228355324591,0,0
0.09,9.702047554274721,0.8984258977552868,0,0
0.1,9.63357916710909,0.9977959843584113,0,0
0.11,9.534357747814278,1.097017403653223,0,0
0.12,9.404398964602601,1.196074487427405,0,0
0.13,9.246743333381636,1.294951593419122,0,0
0.14,9.067160119576144,1.393633107787119,0,0
0.15,8.873584128157423,1.492103447576324,0,0
0.16,8.675340512555167,1.590347063178581,0,0
0.17,8.482233483316122,1.68834844078811,0,0
0.18,8.303588119815419,1.786092104851318,0,0
0.19,8.147339078926921,1.883562620510569,0,0
0.2,8.019255403958468,1.980744596041526,0,0
0.21,7.92237731471631,2.077622685283684,0,0
0.22,7.856720109373783,2.174181590063706,0,0
0.23,7.819274162055557,2.270406062611179,0,0
0.24,7.804301016137811,2.36628090796642,0,0
0.25,7.803896589353816,2.46179098637993,0,0
0.26,7.808766360030607,2.55692121570314,0,0
0.27,7.809136653593207,2.651656573770055,0,0
0.28,7.795712826031327,2.74598210076943,0,0
0.29,7.76059055042291,2.839882901607094,0,0
0.3,7.698031003209437,2.933344148258063,0,0
0.31,7.605024069359446,3.026351082108053,0,0
0.32,7.481584435745964,3.11888901628404,0,0
0.33,7.330751588827273,3.210943337973483,0,0
0.34,7.158293716631402,3.302499510731859,0,0
0.35,6.972144498955608,3.393543076778138,0,0
0.36,6.781627916455917,3.484059659277829,0,0
0.37,6.596546959490975,3.574034964613256,0,0
0.38,6.426225440026058,3.663454784640678,0,0
0.39,6.278596700503563,3.752304998933925,0,0
0.4,6.159428422985815,3.840571577014178,0,0
0.41,6.071759419434456,3.928240580565537,0,0
0.42,6.015603533801437,4.015298165636051,0,0
0.42,6.015603533801437,4.015298165636051,0,0
0.43,5.987949639842902,4.001730584823834,0.1000000000000001,0
0.44,5.983057734656291,3.98752418944794,0.2000000000000002,0
0.44,5.983057734656291,3.98752418944794,0.2000000000000002,0
0.45,5.9930221440301,3.972665431703647,0.3000000000000003,0
0.46,6.008546708931932,3.957140866801814,0.4000000000000004,0
0.47,6.019856072271291,3.94093715509197,0.5000000000000004,0
0.48,6.01765386263196,3.924041064168796,0.6,0
0.49,5.994033981068325,3.906439470961678,0.7000000000000001,0
0.49,5.994033981068325,3.906439470961678,0.7000000000000001,0
0.5,5.943255787660508,3.88811936380699,0.8000000000000002,0
0.51,5.862307306964709,3.869067844502789,0.9000000000000002,0
0.52,5.751201321684415,3.849272130345588,1,0
0.53,5.61297537065186,3.828719556148895,1.100000000000001,0
0.54,5.453395651120068,3.807397576243193,1.200000000000001,0
0.55,5.280393809276702,3.785293766457043,1.300000000000001,0
0.5600000000000001,5.103291749654735,3.76239582607901,1.400000000000001,0
0.5700000000000001,4.931890344304146,3.738691579800084,1.500000000000001,0
0.58,4.775511245030434,3.714168979636304,1.6,0
0.59,4.642085592606217,3.688816106831273,1.7,0
0.6,4.537378826261723,3.662621173738271,1.8,0
0.61,4.464427474318336,3.635572525681658,1.9,0
0.62,4.423243056640206,3.607658642797284,2,0
0.63,4.410812082815131,3.578868141851606,2.1,0
0.63,4.410812082815131,3.578868141851606,2.1,0
0.64,4.421392146064994,3.549189778039237,2.2,0
0.65,4.447075128975117,3.518612446758629,2.3,0
0.66,4.478562390368127,3.487125185365619,2.4,0
0.67,4.506076052458707,3.454717174904554,2.5,0
0.68,4.520317184984019,3.421377741816737,2.600000000000001,0
0.6900000000000001,4.513377092404106,3.387096359625897,2.700000000000001,0
0.7000000000000001,4.479512500867049,3.351862650600449,2.800000000000001,0
0.71,4.415708764075246,3.315666387392252,2.899999999999999,0
0.71,4.415708764075246,3.315666387392252,2.899999999999999,0
0.72,4.321975957378372,3.278497494651631,3,0
0.73,4.201348876182368,3.240346050618388,3.1,0
0.74,4.059590938674696,3.201202288688565,3.2,0
0.75,3.904630976777043,3.161056598956703,3.3,0
0.75,3.904630976777043,3.161056598956703,3.3,0
0.76,3.745788046000389,3.19047806434503,3.329421465388327,0
0.77,3.592860135066602,3.219389193997166,3.358332595040463,0
0.78,3.455165978602259,3.24778542251059,3.386728823553887,0
0.79,3.34063376681091,3.275662265791641,3.414605666834938,0
0.8,3.255025955429486,3.303015321763606,3.441958722806902,0
0.8,3.255025955429486,3.303015321763606,3.441958722806902,0
0.8100000000000001,3.255025955429486,3.303015321763606,3.441958722806902,0
0.8200000000000001,3.265326521908651,3.313315888242771,3.452259289286067,0
0.8300000000000001,3.284919363651734,3.332908729985853,3.47185213102915,0
0.84,3.311886596797565,3.359875963131685,3.498819364174981,0
0.84,3.311886596797565,3.359875963131685,3.498819364174981,0
0.85,3.357650234838358,3.384546969926046,3.523490370969343,0
0.86,3.40940510006145,3.4086695373145,3.547612938357796,0
0.86,3.40940510006145,3.4086695373145,3.547612938357796,0
0.87,3.45737011419193,3.432239856064017,3.571183257107314,0
0.88,3.492243117461394,3.455254204148033,3.59419760519133,0
0.89,3.506112156318322,3.477708947334193,3.61665234837749,0
0.89,3.506112156318322,3.477708947334193,3.61665234837749,0
0.9,3.493230670907713,3.499600539758245,3.638543940801541,0
0.9,3.493230670907713,3.499600539758245,3.638543940801541,0
0.91,3.45989733757438,3.466267206424912,3.605210607468208,0.1000000000000001
0.92,3.416263437761882,3.422633306612413,3.56157670765571,0.2000000000000002
0.93,3.363337262685466,3.369707131535998,3.508650532579294,0.3000000000000003
0.9400000000000001,3.303036696206301,3.309406565056833,3.448349966100129,0.4000000000000004
0.9500000000000001,3.238001478996462,3.244371347846994,3.383314748890291,0.5000000000000004
0.96,3.171334812329796,3.177704681180328,3.316648082223625,0.5999999999999994
0.97,3.106299595119958,3.112669463970489,3.251612865013786,0.6999999999999995
0.98,3.045999028640793,3.052368897491324,3.191312298534621,0.7999999999999996
0.99,2.993072853564377,2.999442722414909,3.138386123458205,0.8999999999999997
1,2.949438953751878,2.95580882260241,3.094752223645707,0.9999999999999998
1.01,2.916105620418545,2.922475489269077,3.061418890312373,1.1
1.01,2.916105620418545,2.922475489269077,3.061418890312373,1.1
1.02,2.917227132702368,2.887365582845913,3.026308983889209,1.2
1.02,2.917227132702368,2.887365582845913,3.026308983889209,1.2
1.03,2.94742741107133,2.851654706276056,2.990598107319352,1.3
1.04,3.000957316778394,2.815340603141271,2.954284004184568,1.4
1.05,3.069901950130868,2.778421112279792,2.917364513323089,1.5
1.06,3.14495583843527,2.740894168127591,2.879837569170888,1.6
1.07,3.216334224230851,2.702757801044558,2.841701202087854,1.7
1.08,3.274731250506407,2.664010137625527,2.802953538668824,1.8
1.09,3.312231248994485,2.624649400996112,2.763592802039408,1.900000000000001
1.1,3.323083928237621,2.584673911093291,2.723617312136588,2.000000000000001
1.11,3.304267580562776,2.544082084930713,2.68302548597401,2.100000000000001
1.12,3.255785177289376,2.502872436848666,2.641815837891962,2.200000000000001
1.12,3.255785177289376,2.502872436848666,2.641815837891962,2.200000000000001
1.13,3.180664368260099,2.46104357874868,2.599986979791977,2.300000000000001
1.14,3.084661385694509,2.418594220312728,2.557537621356024,2.400000000000001
1.15,2.975697836276498,2.375523169206975,2.514466570250272,2.500000000000001
1.16,2.86308551215031,2.331829331270071,2.470772732313367,2.599999999999999
1.16,2.86308551215031,2.331829331270071,2.470772732313367,2.599999999999999
1.17,2.756615101689098,2.33561758421397,2.474560985257266,2.603788252943898
1.18,2.665598003341562,2.33898938385065,2.477932784893946,2.607160052580578
1.19,2.59795503646268,2.341944197733861,2.480887598777158,2.610114866463789
1.2,2.559441252434052,2.344481559264239,2.483424960307535,2.612652227994167
1.21,2.553082726937821,2.346601067762982,2.485544468806279,2.61477173649291
1.22,2.578880464058872,2.34830238853513,2.487245789578427,2.616473057265059
1.22,2.578880464058872,2.34830238853513,2.487245789578427,2.616473057265059
1.23,2.633810396126279,2.34958525292241,2.488528653965707,2.617755921652338
1.24,2.712119479294013,2.350449458345663,2.48939285938896,2.618620127075592
1.25,2.80588890095001,2.350894868336836,2.489838269380133,2.619065537066765
1.26,2.905809268278937,2.350921412560528,2.489864813603824,2.619092081290456
1.27,3.002091897114746,2.350529086825096,2.489472487868393,2.618699755555025
1.27,3.002091897114746,2.350529086825096,2.489472487868393,2.618699755555025
1.28,3.082993596552241,2.350529086825096,2.489472487868393,2.618699755555025
1.29,3.141772121781488,2.350529086825096,2.489472487868393,2.618699755555025
1.3,3.172673821218983,2.350529086825096,2.489472487868393,2.618699755555025
1.31,3.172673821218983,2.350529086825096,2.489472487868393,2.618699755555025
1.32,3.141772121781488,2.350529086825096,2.489472487868393,2.618699755555025
1.33,3.082993596552241,2.350529086825096,2.489472487868393,2.618699755555025
1.34,3.002091897114746,2.350529086825096,2.489472487868393,2.618699755555025
1.35,2.906986245485231,2.350529086825096,2.489472487868393,2.618699755555025
1.36,2.806986245485231,2.350529086825096,2.489472487868393,2.618699755555025
1.37,2.711880593855715,2.350529086825096,2.489472487868393,2.618699755555025
1.38,2.63097889441822,2.350529086825096,2.489472487868393,2.618699755555025
1.39,2.572200369188973,2.350529086825096,2.489472487868393,2.618699755555025
1.4,2.541298669751479,2.350529086825096,2.489472487868393,2.618699755555025
1.41,2.541298669751479,2.350529086825096,2.489472487868393,2.618699755555025
1.42,2.572200369188973,2.350529086825096,2.489472487868393,2.618699755555025
1.43,2.63097889441822,2.350529086825096,2.489472487868393,2.618699755555025
1.44,2.711880593855715,2.350529086825096,2.489472487868393,2.618699755555025
1.45,2.80698624548523,2.350529086825096,2.489472487868393,2.618699755555025
1.46,2.90698624548523,2.350529086825096,2.489472487868393,2.618699755555025
1.47,3.002091897114746,2.350529086825096,2.489472487868393,2.618699755555025
1.48,3.082993596552241,2.350529086825096,2.489472487868393,2.618699755555025
1.49,3.141772121781488,2.350529086825096,2.489472487868393,2.618699755555025
1.5,3.172673821218983,2.350529086825096,2.489472487868393,2.618699755555025
