"time","torqueInput"
0.000000000000000000,0.000000000000000000
0.050251256281407038,0.157842748824052637
0.100502512562814075,0.315528156563368245
0.150753768844221120,0.472899038974224695
0.201005025125628151,0.629798525338587822
0.251256281407035209,0.786070214836254055
0.301507537688442240,0.941558332448589330
0.351758793969849270,1.096107884238456620
0.402010050251256301,1.249564811851541890
0.452261306532663332,1.401776146085072172
0.502512562814070418,1.552590159370844436
0.552763819095477449,1.701856517020564397
0.603015075376884480,1.849426427082734081
0.653266331658291510,1.995152788661704868
0.703517587939698541,2.138890338551048043
0.753768844221105572,2.280495796035079792
0.804020100502512602,2.419828005714193431
0.854271356783919633,2.556748078211633413
0.904522613065326664,2.691119528621443102
0.954773869346733695,2.822808412559590252
1.005025125628140836,2.951683459682642230
1.055276381909547867,3.077616204540896128
1.105527638190954898,3.200481114635536084
1.155778894472361928,3.320155715552156828
1.206030150753768959,3.436520713045921216
1.256281407035175990,3.549460111956664221
1.306532663316583021,3.658861331835383979
1.356783919597990051,3.764615319166884966
1.407035175879397082,3.866616656076695246
1.457286432160804113,3.964763665413892912
1.507537688442211143,4.058958512105103722
1.557788944723618174,4.149107300678629429
1.608040201005025205,4.235120168861493894
1.658291457286432236,4.316911377156116281
1.708542713567839266,4.394399394307301421
1.758793969849246297,4.467506978574370180
1.809045226130653328,4.536161254727407055
1.859296482412060358,4.600293786690873077
1.909547738693467389,4.659840645762174383
1.959798994974874420,4.714742474337185740
2.010050251256281673,4.764944545079196736
2.060301507537688703,4.810396815472314458
2.110552763819095734,4.851053977704930631
2.160804020100502765,4.886875503833535639
2.211055276381909795,4.917825686181849676
2.261306532663316826,4.943873672935012564
2.311557788944723857,4.964993498893347734
2.361809045226130888,4.981164111355033342
2.412060301507537918,4.992369391101894038
2.462311557788944949,4.998598168467389691
2.512562814070351980,4.999844234470781856
2.562814070351759010,4.996106347006377568
2.613065326633166041,4.987388232081694461
2.663316582914573072,4.973698580103285138
2.713567839195980103,4.955051037213960896
2.763819095477387133,4.931464191690013266
2.814070351758794164,4.902961555412020722
2.864321608040201195,4.869571540427688916
2.914572864321608225,4.831327430630109276
2.964824120603015256,4.788267348579648086
3.015075376884422287,4.740434217502548009
3.065326633165829318,4.687875718504125544
3.115577889447236348,4.630644243039204966
3.165829145728643379,4.568796840687183725
3.216080402010050410,4.502395162283757912
3.266331658291457440,4.431505398466043744
3.316582914572864471,4.356198213692298538
3.366834170854271502,4.276548675802059662
3.417085427135678533,4.192636181186887079
3.467336683417085563,4.104544375646312915
3.517587939698492594,4.012361071007889635
3.567839195979899625,3.916178157594452536
3.618090452261306655,3.816091512625842341
3.668341708542713686,3.712200904646415722
3.718592964824120717,3.604609894073582232
3.768844221105527748,3.493425729966532778
3.819095477386934778,3.378759243118043987
3.869346733668341809,3.260724735575934119
3.919597989949748840,3.139439866704290871
3.969849246231155870,3.015025535898072651
4.020100502512563345,2.887605762067941395
4.070351758793970376,2.757307560015536119
4.120603015075377407,2.624260813822340666
4.170854271356784437,2.488598147378414893
4.221105527638191468,2.350454792180014962
4.271356783919598499,2.209968452527893756
4.321608040201005529,2.067279168260669042
4.371859296482412560,1.922529175160052839
4.422110552763819591,1.775862763167141090
4.472361809045226622,1.627426132551057947
4.522613065326633652,1.477367248173350189
4.572864321608040683,1.325835691993391574
4.623115577889447714,1.172982513961842166
4.673366834170854744,1.018960081450759558
4.723618090452261775,0.863921927370497000
4.773869346733668806,0.708022597124757902
4.824120603015075837,0.551417494556375343
4.874371859296482867,0.394262727037380800
4.924623115577889898,0.236714949857788848
4.974874371859296929,0.078931210068184099
5.025125628140703959,-0.078931210068185098
5.075376884422110990,-0.236714949857789791
5.125628140703518021,-0.394262727037383964
5.175879396984925052,-0.551417494556376342
5.226130653266332082,-0.708022597124758901
5.276381909547739113,-0.863921927370498111
5.326633165829146144,-1.018960081450760669
5.376884422110553174,-1.172982513961843276
5.427135678391960205,-1.325835691993394683
5.477386934673367236,-1.477367248173351300
5.527638190954774267,-1.627426132551059279
5.577889447236181297,-1.775862763167141978
5.628140703517588328,-1.922529175160053949
5.678391959798995359,-2.067279168260671707
5.728643216080402389,-2.209968452527896421
5.778894472361809420,-2.350454792180015851
5.829145728643216451,-2.488598147378415781
5.879396984924623482,-2.624260813822341554
5.929648241206030512,-2.757307560015536563
5.979899497487437543,-2.887605762067944060
6.030150753768844574,-3.015025535898073983
6.080402010050251604,-3.139439866704292204
6.130653266331658635,-3.260724735575932787
6.180904522613065666,-3.378759243118043543
6.231155778894472697,-3.493425729966533222
6.281407035175879727,-3.604609894073582677
6.331658291457286758,-3.712200904646415722
6.381909547738693789,-3.816091512625843674
6.432160804020100819,-3.916178157594451648
6.482412060301507850,-4.012361071007890523
6.532663316582914881,-4.104544375646312027
6.582914572864321912,-4.192636181186887079
6.633165829145728942,-4.276548675802057886
6.683417085427135973,-4.356198213692297649
6.733668341708543004,-4.431505398466043744
6.783919597989950034,-4.502395162283757912
6.834170854271357065,-4.568796840687183725
6.884422110552764096,-4.630644243039204966
6.934673366834171127,-4.687875718504125544
6.984924623115578157,-4.740434217502548009
7.035175879396985188,-4.788267348579647198
7.085427135678392219,-4.831327430630109276
7.135678391959799249,-4.869571540427688916
7.185929648241206280,-4.902961555412020722
7.236180904522613311,-4.931464191690014154
7.286432160804020342,-4.955051037213960896
7.336683417085427372,-4.973698580103285138
7.386934673366834403,-4.987388232081693573
7.437185929648241434,-4.996106347006377568
7.487437185929648464,-4.999844234470781856
7.537688442211055495,-4.998598168467389691
7.587939698492462526,-4.992369391101894038
7.638190954773869557,-4.981164111355033342
7.688442211055276587,-4.964993498893347734
7.738693467336683618,-4.943873672935012564
7.788944723618090649,-4.917825686181849676
7.839195979899497679,-4.886875503833535639
7.889447236180904710,-4.851053977704931519
7.939698492462311741,-4.810396815472314458
7.989949748743718771,-4.764944545079197624
8.040201005025126690,-4.714742474337183964
8.090452261306534609,-4.659840645762171718
8.140703517587942528,-4.600293786690869524
8.190954773869350447,-4.536161254727402614
8.241206030150758366,-4.467506978574365739
8.291457286432166285,-4.394399394307293427
8.341708542713574204,-4.316911377156107399
8.391959798994982123,-4.235120168861483236
8.442211055276390042,-4.149107300678616994
8.492462311557797960,-4.058958512105086847
8.542713567839205879,-3.964763665413873817
8.592964824120613798,-3.866616656076674374
8.643216080402021717,-3.764615319166862317
8.693467336683429636,-3.658861331835359110
8.743718592964837555,-3.549460111956634467
8.793969849246245474,-3.436520713045889241
8.844221105527653393,-3.320155715552121745
8.894472361809061312,-3.200481114635498781
8.944723618090469230,-3.077616204540853495
8.994974874371877149,-2.951683459682596933
9.045226130653285068,-2.822808412559542734
9.095477386934692987,-2.691119528621392476
9.145728643216100906,-2.556748078211580122
9.195979899497508825,-2.419828005714134367
9.246231155778916744,-2.280495796035017619
9.296482412060324663,-2.138890338550983650
9.346733668341732582,-1.995152788661637810
9.396984924623140500,-1.849426427082660584
9.447236180904548419,-1.701856517020488013
9.497487437185956338,-1.552590159370765388
9.547738693467364257,-1.401776146084990682
9.597989949748772176,-1.249564811851457957
9.648241206030180095,-1.096107884238366248
9.698492462311588014,-0.941558332448496516
9.748743718592995933,-0.786070214836158687
9.798994974874403852,-0.629798525338490345
9.849246231155811770,-0.472899038974125274
9.899497487437219689,-0.315528156563262274
9.949748743718627608,-0.157842748823944667
10.000000000000000000,-0.000000000000001225
